Year,Industry,Robots_Adopted,Productivity_Gain,Cost_Savings,Jobs_Displaced,Training_Hours
2018,Food & Beverage,2778,13.52,3.94,33,343
2023,Logistics,6724,18.27,128.47,2166,396
2017,Automotive,6178,13.32,340.58,2764,359
2018,Automotive,3649,18.52,331.7,1280,396
2019,Aerospace,1179,23.77,115.93,366,425
2025,Agriculture,8113,7.92,36.23,1653,418
2018,Aerospace,6871,20.78,316.31,1590,121
2017,Healthcare,725,5.81,234.87,220,366
2022,Logistics,2059,10.41,401.43,129,161
2017,Electronics,8421,19.01,252.54,2528,289
2018,Logistics,9346,17.31,99.03,2453,131
2017,Healthcare,3098,26.33,268.66,997,449
2024,Agriculture,238,22.25,449.61,36,96
2015,Agriculture,4731,23.58,483.12,1057,462
2015,Agriculture,1836,28.76,135.34,129,426
2023,Aerospace,4896,28.53,206.89,1013,98
2020,Automotive,5524,22.18,263.1,364,438
2017,Healthcare,7104,27.1,87.8,2454,86
2015,Electronics,726,23.94,35.19,80,181
2025,Logistics,8839,14.86,134.94,2211,393
2025,Pharmaceutical,9517,23.62,194.64,4318,276
2025,Pharmaceutical,3884,5.45,386.61,406,100
2019,Food & Beverage,8458,7.15,131.42,3655,476
2021,Construction,5043,23.01,494.01,102,363
2018,Pharmaceutical,6393,15.93,294.84,1403,421
2015,Pharmaceutical,6674,16.07,126.92,315,198
2015,Agriculture,1107,25.71,112.54,74,80
2025,Healthcare,6360,15.93,342.22,2914,416
2022,Pharmaceutical,4253,18.86,362.03,295,158
2019,Agriculture,8781,19.37,136.34,1107,273
2022,Energy,4183,29.74,26.87,599,276
2018,Healthcare,7186,24.25,71.77,135,218
2024,Aerospace,8205,13.26,468.53,351,131
2024,Food & Beverage,6768,14.78,80.82,1132,179
2017,Food & Beverage,5700,5.63,399.93,2209,237
2018,Food & Beverage,8074,22.13,393.05,830,360
2019,Food & Beverage,2917,22.12,94.77,791,327
2022,Agriculture,1516,10.02,443.57,476,446
2023,Construction,4366,10.49,83.63,172,90
2017,Construction,2000,6.69,181.76,60,215
2015,Construction,3524,26.34,71.99,83,84
2015,Electronics,1543,26.01,103.32,744,95
2023,Aerospace,1887,27.71,366.32,98,419
2016,Pharmaceutical,7885,22.83,337.13,1844,14
2019,Agriculture,4065,9.65,252.93,1360,384
2018,Construction,4775,12.09,413.48,125,427
2016,Energy,260,12.78,139.75,14,140
2018,Logistics,498,7.19,459.93,110,118
2022,Energy,3746,23.31,382.34,1412,32
2022,Construction,8438,15.01,397.48,18,63
2015,Food & Beverage,5143,6.94,323.49,904,338
2023,Healthcare,3151,28.86,142.96,511,443
2024,Automotive,6080,11.53,451.28,2258,109
2024,Energy,6136,7.55,443.04,2110,69
2023,Logistics,167,5.56,337.74,58,283
2023,Pharmaceutical,2086,16.62,405.94,316,284
2024,Automotive,2409,17.03,360.26,1096,343
2020,Construction,4043,22.92,452.85,1700,463
2018,Electronics,8114,27.77,222.86,247,389
2024,Construction,7620,15.69,165.28,1879,196
2025,Construction,9956,12.81,8.87,2738,469
2022,Healthcare,9261,14.97,18.93,4170,225
2023,Electronics,3101,24.36,467.93,1160,81
2021,Construction,6543,27.71,180.16,2847,253
2017,Food & Beverage,793,21.32,294.84,33,142
2021,Pharmaceutical,2107,26.16,35.87,265,183
2017,Food & Beverage,8115,13.63,136.92,122,187
2020,Food & Beverage,3331,5.54,345.13,1271,398
2015,Construction,3682,24.92,40.8,296,140
2020,Electronics,675,11.27,145.91,85,353
2015,Logistics,4827,6.31,480.55,622,244
2023,Food & Beverage,3259,26.69,26.68,871,201
2017,Agriculture,2601,27.57,385.17,633,303
2017,Energy,5987,17.85,446.13,2233,12
2016,Pharmaceutical,7453,25.89,62.92,1171,98
2020,Aerospace,4194,24.33,261.91,1964,446
2024,Construction,3825,15.37,327.48,954,232
2016,Healthcare,4515,13.19,40.94,216,470
2018,Electronics,4341,22.01,247.91,1948,480
2020,Energy,4665,14.61,312.2,2324,264
2018,Food & Beverage,1975,20.87,255.69,142,270
2025,Electronics,3118,11.8,168.45,14,75
2017,Aerospace,6015,20.5,176.29,588,127
2016,Food & Beverage,9729,27.5,414.38,3049,388
2020,Energy,6282,5.16,294.04,1540,380
2020,Aerospace,4607,15.24,160.82,584,157
2025,Electronics,5874,19.31,141.0,1328,210
2017,Automotive,3137,11.42,46.47,793,83
2016,Construction,5934,28.99,331.56,1141,404
2017,Healthcare,5593,26.68,374.46,2151,36
2022,Pharmaceutical,1068,11.02,107.09,377,326
2022,Healthcare,9921,27.77,68.82,2174,410
2024,Construction,9508,24.57,330.5,1090,162
2018,Food & Beverage,5050,21.26,341.88,1173,386
2019,Logistics,1090,12.5,337.3,335,468
2022,Healthcare,6309,7.17,159.19,2242,35
2015,Automotive,788,11.77,424.17,303,252
2019,Food & Beverage,6164,25.23,455.33,2177,67
2016,Energy,9183,12.62,48.96,344,12
2019,Automotive,7196,7.69,100.63,2285,145
2024,Healthcare,3096,17.82,333.48,877,21
2016,Agriculture,6811,18.37,56.0,130,19
2023,Pharmaceutical,1943,25.89,74.66,32,300
2016,Construction,2591,23.38,413.32,448,21
2023,Aerospace,8887,27.74,248.52,1556,417
2018,Energy,150,20.28,210.16,36,240
2020,Energy,9117,23.66,344.94,2066,467
2017,Healthcare,8748,5.51,296.88,1683,231
2021,Electronics,951,17.94,59.74,428,179
2017,Food & Beverage,9652,9.38,193.72,114,249
2020,Energy,1670,9.76,372.08,75,292
2023,Food & Beverage,2886,25.35,296.02,1350,55
2016,Aerospace,9421,11.61,317.36,1832,122
2017,Energy,1975,13.78,174.13,4,123
2025,Food & Beverage,858,24.94,71.86,419,175
2022,Energy,777,6.46,133.25,129,82
2020,Pharmaceutical,4360,20.75,33.96,1853,257
2022,Energy,8024,13.87,454.2,1229,126
2020,Agriculture,4838,10.02,238.9,735,330
2016,Healthcare,6249,10.07,293.65,1243,34
2016,Logistics,9905,20.31,306.73,1286,340
2023,Agriculture,1001,14.69,37.55,139,330
2018,Healthcare,703,20.26,265.77,265,114
2018,Agriculture,4158,27.0,350.15,1386,182
2021,Electronics,6067,20.49,352.56,1494,217
2018,Logistics,2687,20.73,93.15,1080,308
2016,Food & Beverage,5624,22.91,162.64,1204,253
2016,Construction,1799,23.16,233.52,360,165
2018,Aerospace,993,27.87,9.35,230,299
2024,Logistics,3969,23.91,430.67,1918,89
2018,Pharmaceutical,5595,10.81,338.36,79,183
2021,Agriculture,7613,29.45,400.08,1865,492
2025,Food & Beverage,4066,13.68,498.23,445,314
2025,Aerospace,6232,24.19,128.81,2197,400
2019,Healthcare,7899,17.41,3.03,3091,398
2025,Logistics,778,29.8,98.06,41,242
2022,Construction,6208,29.35,83.39,2975,170
2025,Food & Beverage,5999,11.31,320.38,924,457
2021,Energy,6177,17.3,152.41,1788,195
2018,Logistics,3638,7.97,359.07,180,356
2021,Construction,4051,18.79,85.92,1168,426
2015,Construction,1571,29.04,468.93,456,95
2024,Healthcare,3243,19.59,230.47,867,31
2019,Electronics,1419,19.17,266.59,453,483
2020,Automotive,1930,16.37,53.32,792,45
2022,Healthcare,4044,14.43,295.81,1572,285
2022,Pharmaceutical,6989,19.5,129.19,3117,89
2021,Automotive,9713,9.51,385.39,194,226
2017,Electronics,4825,7.07,355.72,239,217
2016,Logistics,2738,21.38,487.5,652,22
2019,Automotive,6017,8.64,264.08,247,308
2024,Agriculture,2581,14.37,379.49,887,349
2017,Aerospace,5470,6.63,103.68,1508,325
2024,Energy,3045,20.28,118.02,457,283
2021,Aerospace,360,5.27,146.08,141,480
2025,Pharmaceutical,2023,16.1,194.36,505,479
2021,Aerospace,1336,15.76,488.69,311,70
2023,Agriculture,8066,16.62,201.8,2826,199
2023,Electronics,7574,18.32,124.56,92,10
2023,Aerospace,1722,29.11,406.25,389,51
2017,Healthcare,5925,10.29,55.25,849,113
2025,Construction,4838,12.25,196.1,721,472
2020,Automotive,1820,24.16,159.37,786,115
2020,Aerospace,5082,9.28,153.97,1584,423
2025,Automotive,4172,23.8,337.25,185,362
2023,Aerospace,1337,15.71,413.21,458,230
2025,Construction,2619,17.27,272.7,48,22
2018,Automotive,5356,6.98,50.96,2545,212
2023,Pharmaceutical,3297,10.34,454.97,762,169
2023,Construction,2752,5.8,92.63,267,434
2023,Healthcare,429,5.87,9.57,35,351
2016,Construction,7435,21.18,10.55,3413,251
2017,Logistics,5495,22.02,408.93,2379,88
2019,Food & Beverage,2218,15.77,482.65,226,222
2020,Food & Beverage,7660,22.08,267.72,201,381
2019,Logistics,3411,24.03,424.87,993,332
2018,Agriculture,9670,19.71,302.95,2584,77
2024,Energy,8835,5.42,358.81,3764,253
2023,Construction,6897,5.02,179.19,1752,469
2025,Agriculture,9234,17.83,152.42,2307,257
2020,Electronics,6835,14.13,328.83,2902,209
2015,Aerospace,6564,29.32,289.32,1332,488
2022,Energy,327,16.02,185.31,12,217
2025,Logistics,3939,26.79,481.02,1787,145
2023,Logistics,418,26.88,382.44,97,116
2020,Healthcare,2031,20.39,383.65,970,109
2017,Energy,6782,23.22,397.01,152,339
2021,Pharmaceutical,7101,18.86,322.8,2959,122
2023,Food & Beverage,7508,17.05,13.72,1453,306
2024,Agriculture,8301,17.69,230.89,3613,203
2021,Pharmaceutical,1385,10.6,312.86,352,370
2025,Electronics,1892,19.11,59.4,79,296
2019,Pharmaceutical,3822,13.28,372.88,467,277
2025,Agriculture,3743,12.64,373.19,802,198
2021,Aerospace,4221,11.99,97.16,21,354
2024,Automotive,8960,29.38,109.38,2434,176
2020,Agriculture,1480,27.58,498.02,254,259
2016,Aerospace,1536,19.11,159.31,310,390
2015,Healthcare,6447,14.44,461.62,304,186
2025,Construction,474,11.76,454.73,18,33
2018,Pharmaceutical,6153,23.11,193.85,2813,436
2019,Electronics,9916,19.5,268.02,850,240
2016,Construction,6505,20.61,72.95,1304,478
2022,Automotive,8502,9.53,325.08,2283,252
2022,Agriculture,474,7.6,379.39,34,448
2021,Electronics,4259,24.07,142.74,557,63
2018,Agriculture,6691,8.72,131.14,1805,18
2023,Construction,3280,20.59,401.03,1546,324
2018,Aerospace,9155,5.99,9.97,4059,157
2020,Aerospace,4805,19.94,483.82,1313,464
2025,Aerospace,6752,21.97,394.0,3124,449
2019,Aerospace,5873,12.8,237.07,914,305
2020,Logistics,2514,12.78,456.92,704,42
2018,Automotive,5532,19.51,402.71,1882,192
2023,Energy,5629,20.54,145.55,2459,200
2020,Energy,4471,24.75,221.32,1039,24
2020,Logistics,4092,8.75,407.21,1829,216
2016,Aerospace,6988,6.57,382.96,1351,380
2021,Automotive,805,10.44,278.24,379,161
2020,Energy,3818,23.77,22.22,831,415
2022,Food & Beverage,9149,5.53,461.71,2599,428
2023,Aerospace,2771,20.84,185.28,117,19
2015,Automotive,7436,23.34,300.59,3220,164
2017,Construction,3770,7.74,333.96,1719,336
2015,Automotive,3052,15.22,331.89,798,294
2023,Agriculture,3063,12.35,473.33,39,126
2021,Energy,73,25.71,105.64,1,172
2016,Logistics,5169,5.78,467.28,1093,152
2019,Logistics,6606,14.44,224.38,1946,87
2017,Healthcare,7230,17.08,33.71,2929,491
2015,Agriculture,5101,9.91,308.89,417,436
2025,Pharmaceutical,9438,27.52,19.93,2663,370
2023,Food & Beverage,6118,6.34,195.69,2929,410
2022,Logistics,6174,25.8,6.05,2533,350
2023,Healthcare,3735,13.99,61.86,1732,292
2019,Construction,7835,14.64,350.16,340,212
2024,Healthcare,1695,21.94,288.53,736,459
2023,Logistics,4036,16.76,207.32,468,284
2025,Healthcare,9789,16.83,78.91,1128,446
2018,Logistics,9974,16.2,295.89,1260,52
2022,Energy,8797,20.56,245.12,1634,285
2020,Pharmaceutical,765,7.43,270.3,336,320
2021,Electronics,6028,13.85,9.53,2873,277
2015,Energy,2918,28.87,358.68,1043,177
2016,Electronics,4575,26.44,135.32,825,401
2023,Agriculture,7697,21.57,205.08,718,193
2016,Food & Beverage,9491,11.96,17.25,612,483
2022,Construction,2966,21.38,99.25,206,384
2016,Automotive,8216,21.52,434.06,1896,23
2017,Aerospace,8661,6.45,44.9,4211,405
2018,Healthcare,3139,22.78,265.66,204,106
2019,Aerospace,9336,27.85,226.5,1646,175
2017,Healthcare,4126,20.67,76.92,487,354
2020,Electronics,907,29.39,33.82,316,318
2018,Energy,5745,15.01,128.23,1238,271
2018,Agriculture,4416,19.85,308.83,86,416
2017,Logistics,1348,20.36,342.46,344,92
2015,Construction,1974,24.06,248.39,816,75
2025,Electronics,9082,19.01,255.01,2907,205
2024,Energy,5665,24.46,218.3,2745,58
2018,Logistics,5253,29.29,88.19,1089,24
2025,Healthcare,9965,29.82,182.53,2078,156
2020,Logistics,5435,25.92,314.35,2247,187
2016,Construction,7495,27.08,411.28,3408,371
2023,Logistics,3659,15.07,457.4,198,380
2016,Logistics,8174,24.87,264.86,3266,361
2017,Agriculture,5928,18.95,476.55,1865,216
2022,Automotive,9263,8.53,26.38,3526,154
2022,Pharmaceutical,355,22.71,246.42,2,20
2017,Automotive,6557,7.67,354.21,1429,276
2024,Energy,3899,21.77,311.65,1066,341
2016,Automotive,1883,29.14,197.24,355,28
2020,Logistics,6529,7.78,239.51,2436,221
2025,Electronics,8258,10.98,460.65,675,162
2025,Construction,1365,29.95,333.15,523,474
2022,Food & Beverage,7005,12.26,25.48,3300,203
2025,Construction,5245,10.31,187.22,865,19
2020,Logistics,981,27.8,123.84,247,427
2021,Agriculture,2027,22.34,275.79,344,295
2017,Energy,1779,9.77,320.66,167,161
2019,Logistics,7699,24.98,18.08,1563,235
2017,Agriculture,7814,29.25,179.45,2859,19
2016,Construction,1400,23.49,166.34,47,422
2017,Food & Beverage,2721,24.33,42.76,431,465
2016,Automotive,8034,23.61,31.11,3463,430
2021,Pharmaceutical,3593,22.82,190.14,919,250
2025,Automotive,8116,22.6,46.63,1181,43
2024,Energy,8848,16.2,124.74,2616,302
2024,Food & Beverage,3027,15.46,132.05,884,88
2016,Electronics,4630,8.13,301.78,2148,26
2019,Electronics,8131,21.98,69.86,2333,133
2025,Electronics,6880,20.92,69.12,2985,71
2024,Electronics,1949,22.87,347.37,144,312
2025,Construction,2232,15.71,312.14,913,55
2024,Food & Beverage,3138,16.33,92.68,596,415
2018,Pharmaceutical,1658,26.88,274.01,661,370
2020,Construction,116,20.66,322.3,50,112
2025,Aerospace,8565,21.53,197.89,1261,256
2021,Electronics,3536,26.04,123.44,1566,372
2022,Aerospace,8393,22.73,422.39,92,252
2018,Energy,2344,24.82,341.88,890,306
2021,Healthcare,7668,17.87,147.41,1428,51
2021,Logistics,8122,29.72,267.85,391,58
2019,Energy,3952,12.96,69.56,54,117
2017,Automotive,5296,15.91,45.05,84,479
2019,Aerospace,9655,21.36,178.52,3299,388
2019,Logistics,1714,23.83,61.33,394,358
2020,Food & Beverage,9003,16.58,216.93,3162,106
2021,Food & Beverage,4693,14.87,320.4,438,281
2018,Logistics,5226,9.35,262.69,2427,66
2022,Logistics,5120,23.06,322.34,816,37
2018,Healthcare,6573,21.93,349.72,1448,321
2017,Construction,946,24.35,418.66,201,465
2022,Pharmaceutical,6122,6.82,442.41,840,431
2025,Energy,3676,16.49,168.44,29,277
2018,Automotive,8212,7.73,366.81,891,103
2021,Food & Beverage,4403,11.78,336.67,1657,316
2025,Construction,2666,26.67,497.09,1311,406
2020,Construction,533,5.7,414.05,97,202
2017,Construction,2121,9.88,202.49,276,126
2023,Pharmaceutical,1040,13.25,267.89,262,206
2023,Healthcare,2999,7.18,357.03,1186,481
2023,Electronics,7057,6.19,147.33,1145,499
2023,Construction,8851,6.49,427.73,3976,340
2022,Electronics,7307,6.99,238.51,444,89
2020,Energy,6296,26.59,410.85,44,303
2019,Energy,6571,19.98,307.15,478,427
2025,Electronics,3108,25.61,282.2,654,408
2016,Logistics,6975,24.14,324.71,2081,377
2020,Logistics,7507,11.92,118.14,2823,349
2018,Electronics,9460,11.26,357.68,3003,402
2015,Pharmaceutical,1826,24.09,39.79,548,227
2016,Healthcare,5321,14.47,241.41,725,120
2020,Agriculture,6307,6.88,339.4,2100,43
2023,Food & Beverage,8239,17.29,289.77,1175,165
2024,Logistics,4877,17.52,477.42,925,367
2017,Aerospace,1071,20.07,12.51,191,352
2024,Food & Beverage,4610,13.77,261.79,1508,31
2015,Construction,4110,15.74,259.57,688,38
2019,Healthcare,8964,12.34,36.93,3742,53
2025,Food & Beverage,4596,8.93,498.15,2213,328
2022,Aerospace,555,9.13,248.67,67,318
2021,Electronics,3079,11.19,494.87,1346,143
2021,Logistics,2337,18.08,262.51,800,339
2017,Food & Beverage,8053,22.2,66.27,995,423
2015,Logistics,7507,24.65,36.73,329,499
2018,Agriculture,8857,28.89,38.47,2093,284
2020,Healthcare,9649,23.07,363.16,1408,459
2016,Construction,1056,7.7,169.31,246,243
2017,Agriculture,3422,20.0,27.3,759,297
2021,Food & Beverage,7644,17.56,476.54,2730,79
2015,Construction,7840,6.66,295.74,831,113
2017,Pharmaceutical,1071,10.01,311.81,109,151
2023,Electronics,8621,9.17,347.11,1394,21
2018,Agriculture,4148,24.22,324.07,732,280
2024,Logistics,3675,15.93,303.08,48,22
2023,Logistics,752,7.91,283.0,96,306
2019,Pharmaceutical,7778,15.31,470.91,2252,237
2015,Electronics,8751,11.7,282.42,3862,30
2022,Aerospace,4204,6.7,278.73,311,199
2023,Energy,7381,28.82,219.48,625,344
2015,Healthcare,1904,16.45,343.65,649,39
2025,Construction,5739,7.63,217.34,1754,329
2016,Pharmaceutical,9840,29.1,148.09,1698,202
2018,Energy,3083,17.62,154.22,209,192
2021,Agriculture,7450,15.08,120.57,1891,429
2016,Construction,6434,15.53,158.64,2987,78
2024,Aerospace,3813,28.92,299.81,1202,257
2024,Automotive,7409,10.54,381.16,336,333
2018,Electronics,8408,24.62,283.04,1793,367
2022,Food & Beverage,4605,13.72,92.34,1779,427
2015,Food & Beverage,9922,8.42,446.31,4732,108
2025,Healthcare,7744,8.79,164.66,1885,129
2015,Food & Beverage,2217,11.76,98.36,29,215
2017,Pharmaceutical,307,7.08,40.91,129,64
2019,Automotive,3544,21.33,423.9,290,268
2015,Aerospace,8191,20.58,390.49,245,243
2019,Healthcare,8909,25.98,102.76,1204,405
2022,Pharmaceutical,420,19.01,133.13,25,395
2022,Food & Beverage,3477,16.25,42.12,728,229
2017,Aerospace,7530,20.61,453.82,3065,118
2016,Food & Beverage,8707,16.54,438.23,3143,394
2016,Healthcare,3157,17.88,12.84,1220,113
2023,Food & Beverage,3702,28.8,257.63,1268,124
2018,Construction,6300,16.46,219.07,1692,35
2023,Pharmaceutical,9818,23.45,428.67,3728,375
2017,Healthcare,549,26.88,397.87,63,257
2023,Agriculture,3699,28.61,385.56,1533,191
2016,Construction,5358,23.67,195.3,505,261
2023,Agriculture,177,18.1,232.18,64,41
2023,Electronics,7011,12.03,181.95,1643,239
2022,Construction,4254,5.41,475.22,1274,23
2023,Pharmaceutical,7878,10.13,452.91,1902,169
2024,Construction,6714,16.03,305.42,2539,212
2023,Aerospace,9759,12.0,474.72,4308,175
2018,Pharmaceutical,3460,9.98,358.34,660,238
2015,Healthcare,4505,28.21,355.27,1473,298
2015,Automotive,2083,16.27,264.93,233,218
2022,Energy,9567,17.51,410.86,3330,43
2024,Electronics,4493,6.78,108.3,834,204
2018,Pharmaceutical,9664,24.23,137.53,1153,28
2023,Pharmaceutical,5490,25.05,137.09,2145,286
2017,Logistics,4449,5.92,410.48,2139,298
2023,Agriculture,9796,25.96,448.79,737,152
2022,Electronics,969,15.93,387.27,304,277
2025,Agriculture,7274,23.9,164.91,3057,204
2018,Automotive,4857,10.25,377.95,826,113
2022,Aerospace,7577,6.64,116.3,2221,324
2017,Agriculture,179,16.6,336.77,80,411
2015,Electronics,4028,19.88,263.07,1564,418
2024,Pharmaceutical,4606,29.43,339.19,1639,65
2025,Construction,1723,28.3,181.99,118,348
2018,Automotive,8099,28.41,471.99,356,397
2023,Agriculture,6366,14.13,88.36,2656,35
2016,Food & Beverage,8400,8.67,39.44,2903,185
2021,Logistics,4901,28.51,400.98,524,143
2017,Automotive,5679,24.06,452.65,1069,233
2024,Energy,9517,18.6,344.69,2081,49
2020,Aerospace,4144,24.53,316.5,174,215
2022,Electronics,815,12.26,114.38,5,28
2019,Energy,8021,26.18,418.43,3652,173
2022,Electronics,5856,17.68,164.83,1815,303
2021,Pharmaceutical,1661,8.66,200.32,309,321
2017,Pharmaceutical,6881,22.62,471.16,1260,439
2016,Pharmaceutical,7495,25.78,464.91,3186,11
2020,Agriculture,98,23.87,448.83,35,54
2022,Food & Beverage,3603,8.18,463.28,1343,316
2019,Healthcare,9455,21.56,412.84,1557,464
2024,Food & Beverage,9049,7.7,309.16,1720,46
2020,Construction,1573,20.53,468.02,480,200
2015,Healthcare,2630,11.95,137.02,333,143
2020,Automotive,4228,25.39,121.84,1770,103
2018,Agriculture,1159,22.34,21.25,156,426
2018,Logistics,949,7.08,225.7,318,110
2024,Healthcare,3449,25.92,470.24,502,77
2021,Construction,7475,21.84,492.5,604,347
2025,Construction,8214,11.02,340.92,3295,234
2020,Automotive,3400,18.34,90.94,1202,140
2016,Logistics,172,26.34,38.66,72,342
2018,Agriculture,9360,8.77,433.11,3823,173
2025,Aerospace,226,15.88,124.9,50,34
2025,Logistics,8944,28.72,353.03,300,385
2023,Pharmaceutical,9281,8.23,193.2,1286,326
2024,Agriculture,2919,29.3,81.06,444,328
2022,Healthcare,9083,22.52,354.37,2330,237
2024,Logistics,3419,19.7,300.26,823,189
2022,Food & Beverage,258,19.57,463.09,79,361
2023,Agriculture,9005,15.18,144.41,3195,216
2019,Healthcare,1792,22.19,449.68,583,183
2018,Healthcare,9488,21.92,64.6,4672,282
2023,Pharmaceutical,1468,19.84,153.78,622,91
2015,Logistics,203,12.51,371.32,21,196
2017,Logistics,3178,15.92,26.17,675,33
2023,Healthcare,3636,18.46,256.79,983,140
2018,Construction,9803,19.89,265.06,4772,326
2015,Construction,1840,8.81,417.03,439,197
2019,Food & Beverage,9908,20.28,61.47,225,406
2025,Food & Beverage,6062,24.19,230.14,934,171
2023,Food & Beverage,5820,29.65,357.57,1676,161
2022,Construction,6944,27.76,228.41,1002,171
2020,Pharmaceutical,6439,19.66,285.78,957,246
2022,Aerospace,8602,12.79,392.92,4058,388
2025,Aerospace,4653,26.36,467.43,743,408
2015,Automotive,2586,10.3,250.94,434,335
2016,Pharmaceutical,4837,6.92,317.09,729,384
2023,Logistics,3970,14.31,11.67,94,158
2024,Logistics,5274,21.52,315.13,769,37
2018,Food & Beverage,9039,17.69,27.55,4394,260
2024,Healthcare,8554,17.57,270.93,4173,235
2021,Agriculture,1782,19.09,193.43,536,114
2023,Energy,838,18.4,188.19,169,266
2025,Automotive,8830,18.76,150.31,1529,433
2015,Food & Beverage,1623,28.29,412.42,282,79
2016,Automotive,1644,22.97,145.97,260,317
2021,Healthcare,6186,7.83,188.62,2365,282
2020,Pharmaceutical,6642,13.99,234.87,2797,78
2022,Automotive,8146,14.73,466.09,4013,147
2021,Agriculture,1453,5.09,83.91,230,479
2018,Healthcare,3035,10.34,43.35,1492,36
2020,Automotive,392,10.62,178.14,102,449
2017,Energy,9981,14.01,159.48,1596,294
2015,Logistics,2300,22.04,435.56,932,385
2019,Energy,3180,24.44,287.3,56,255
2018,Energy,2620,26.02,272.24,1076,59
2025,Agriculture,7292,14.5,181.42,620,73
2019,Energy,2210,25.62,353.06,115,13
2020,Healthcare,3461,5.74,379.59,1523,383
2019,Electronics,2778,22.67,320.96,1365,318
2023,Logistics,3087,14.89,462.97,169,432
2016,Healthcare,4316,10.16,6.74,2037,423
